period,currency_id,currency_name_th,currency_name_eng,buying_sight,buying_transfer,selling,mid_rate
2015-11-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4844,35.5783,35.8992,35.7388
2015-11-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.673,35.7653,36.09,35.9277
2015-11-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.77,35.8616,36.1731,36.0174
2015-11-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.7064,35.799,36.1286,35.9638
2015-11-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.7052,35.7972,36.1169,35.9571
2015-11-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6113,35.7046,36.0218,35.8632
2015-11-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5668,35.6614,35.9721,35.8168
2015-11-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5964,35.69,36.0089,35.8495
2015-11-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6447,35.7359,36.057,35.8965
2015-11-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5775,35.661,36.0017,35.8314
2015-11-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3158,35.4059,35.7234,35.5647
2015-11-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2911,35.382,35.69,35.536
2015-11-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2786,35.3729,35.6758,35.5244
2015-11-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3038,35.3951,35.7105,35.5528
2015-11-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3136,35.4058,35.7226,35.5642
2015-10-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3532,35.4457,35.7589,35.6023
2015-10-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3572,35.4493,35.7561,35.6027
2015-10-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2623,35.3577,35.6631,35.5104
2015-10-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2388,35.3341,35.6519,35.493
2015-10-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3025,35.3879,35.7262,35.5571
2015-10-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3523,35.4463,35.759,35.6027
2015-10-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1514,35.2468,35.5447,35.3958
2015-12-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8934,35.9863,36.3108,36.1486
2015-12-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.9132,35.9908,36.3276,36.1592
2015-12-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8036,35.8917,36.2122,36.052
2015-12-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.728,35.8227,36.1335,35.9781
2015-12-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8244,35.915,36.2574,36.0862
2015-12-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8706,35.9604,36.2891,36.1248
2015-12-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.765,35.857,36.1662,36.0116
2015-12-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6712,35.7643,36.0917,35.928
2015-12-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6342,35.7271,36.0477,35.8874
2015-12-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5432,35.6363,35.9533,35.7948
2015-12-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6264,35.7186,36.0431,35.8809
2015-12-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5252,35.6133,35.9393,35.7763
2015-12-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5681,35.6611,35.9836,35.8224
2015-11-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.6404,35.7339,36.0549,35.8944
2015-11-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5332,35.6251,35.9396,35.7824
2015-11-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4657,35.5588,35.8834,35.7211
2015-11-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.442,35.5352,35.8531,35.6942
2015-11-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5847,35.6784,35.9991,35.8388
2015-11-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5441,35.633,35.9479,35.7905
2016-01-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0018,36.0798,36.4337,36.2568
2016-01-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0264,36.1087,36.4643,36.2865
2016-01-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0166,36.1035,36.4505,36.277
2016-01-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0711,36.1631,36.4818,36.3225
2016-01-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0575,36.15,36.475,36.3125
2016-01-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0589,36.1471,36.4812,36.3142
2016-01-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0182,36.109,36.4346,36.2718
2016-01-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0314,36.1202,36.4439,36.2821
2016-01-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0525,36.1461,36.4716,36.3089
2016-01-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.9618,36.051,36.3763,36.2137
2016-01-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,36.0511,36.1451,36.4616,36.3034
2016-01-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.9336,36.0228,36.3476,36.1852
2016-01-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.891,35.9849,36.3031,36.144
2016-01-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8911,35.9778,36.3216,36.1497
2015-12-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8295,35.9233,36.2538,36.0886
2015-12-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8524,35.9381,36.2545,36.0963
2015-12-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8254,35.9164,36.2546,36.0855
2015-12-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8071,35.9023,36.2431,36.0727
2015-12-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.849,35.9329,36.2737,36.1033
2015-12-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8147,35.9051,36.2308,36.068
2015-12-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.8353,35.9259,36.2562,36.0911
2016-02-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3776,35.4658,35.8009,35.6334
2016-02-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3321,35.4272,35.7581,35.5927
2016-02-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3936,35.4864,35.8202,35.6533
2016-02-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3742,35.4669,35.7869,35.6269
2016-02-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3971,35.4824,35.8214,35.6519
2016-02-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1235,35.2011,35.55,35.3756
2016-02-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0121,35.1048,35.4246,35.2647
2016-02-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1215,35.2079,35.5492,35.3786
2016-02-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2255,35.311,35.6444,35.4777
2016-02-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2815,35.3744,35.6984,35.5364
2016-02-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3208,35.4119,35.7353,35.5736
2016-02-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.36,35.4542,35.7948,35.6245
2016-02-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5649,35.6573,35.9843,35.8208
2016-02-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3796,35.4727,35.7994,35.6361
2016-02-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4314,35.5246,35.8397,35.6822
2016-01-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5267,35.6172,35.9432,35.7802
2016-01-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5924,35.6841,36.019,35.8516
2016-01-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5767,35.6683,35.995,35.8317
2016-01-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.7263,35.8208,36.1426,35.9817
2016-01-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.7402,35.8347,36.1486,35.9917
2016-01-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.9039,35.9884,36.3271,36.1578
2016-03-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7382,34.829,35.1614,34.9952
2016-03-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6706,34.7637,35.087,34.9254
2016-03-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6479,34.7403,35.0791,34.9097
2016-03-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.5651,34.6558,34.9751,34.8155
2016-03-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.5896,34.6851,35.0071,34.8461
2016-03-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8184,34.9121,35.2373,35.0747
2016-03-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8587,34.9521,35.2809,35.1165
2016-03-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8223,34.915,35.24,35.0775
2016-03-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9065,34.9999,35.3277,35.1638
2016-03-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.017,35.1103,35.4546,35.2825
2016-03-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1025,35.1956,35.5321,35.3639
2016-03-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1818,35.2754,35.6095,35.4425
2016-03-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1862,35.2757,35.5973,35.4365
2016-03-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1529,35.2459,35.5871,35.4165
2016-03-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.2574,35.351,35.6822,35.5166
2016-03-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3464,35.4392,35.7758,35.6075
2016-03-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3646,35.4587,35.7927,35.6257
2016-02-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4627,35.5563,35.894,35.7252
2016-02-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4054,35.4981,35.8241,35.6611
2016-02-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4137,35.5018,35.8527,35.6773
2016-02-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4713,35.5643,35.9041,35.7342
2016-02-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4967,35.5883,35.9075,35.7479
2016-04-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.801,34.8948,35.2212,35.058
2016-04-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7557,34.8487,35.1852,35.017
2016-04-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6247,34.7172,35.0498,34.8835
2016-04-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7012,34.7963,35.1297,34.963
2016-04-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8005,34.89,35.2314,35.0607
2016-04-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7757,34.8685,35.2004,35.0345
2016-04-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8216,34.9154,35.2379,35.0767
2016-04-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9296,35.0233,35.3531,35.1882
2016-04-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9428,35.0329,35.3771,35.205
2016-04-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0769,35.1698,35.4981,35.334
2016-04-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8994,34.9858,35.3231,35.1545
2016-04-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8797,34.9724,35.3027,35.1376
2016-03-31,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9755,35.0709,35.4074,35.2392
2016-03-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0332,35.1254,35.4578,35.2916
2016-03-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.111,35.2054,35.5385,35.372
2016-03-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0844,35.1776,35.5004,35.339
2016-03-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.072,35.1635,35.4956,35.3296
2016-03-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0171,35.1098,35.4458,35.2778
2016-05-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4704,35.5635,35.8919,35.7277
2016-05-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3655,35.4565,35.7852,35.6209
2016-05-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4328,35.5261,35.8667,35.6964
2016-05-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3349,35.426,35.754,35.59
2016-05-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1135,35.2068,35.5338,35.3703
2016-05-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1595,35.2502,35.5915,35.4209
2016-05-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1093,35.2023,35.5371,35.3697
2016-05-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.987,35.0798,35.415,35.2474
2016-05-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9538,35.0467,35.3825,35.2146
2016-05-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9761,35.0685,35.4122,35.2404
2016-05-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8572,34.9502,35.285,35.1176
2016-05-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8357,34.9288,35.2763,35.1026
2016-05-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.5979,34.6926,35.0291,34.8609
2016-04-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6677,34.758,35.1093,34.9337
2016-04-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8329,34.9285,35.2636,35.0961
2016-04-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8679,34.9621,35.2957,35.1289
2016-04-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8984,34.9921,35.3225,35.1573
2016-04-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8752,34.9674,35.2885,35.128
2016-06-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0924,35.1799,35.5691,35.3745
2016-06-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9317,35.0256,35.3578,35.1917
2016-06-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9869,35.0793,35.4177,35.2485
2016-06-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9467,35.0393,35.3804,35.2099
2016-06-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9446,35.0393,35.3791,35.2092
2016-06-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0131,35.1059,35.4452,35.2756
2016-06-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9336,35.0294,35.3645,35.197
2016-06-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0839,35.1776,35.5081,35.3429
2016-06-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9258,35.0186,35.3349,35.1768
2016-06-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9785,35.0737,35.401,35.2374
2016-06-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9869,35.0783,35.4057,35.242
2016-06-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.854,34.9459,35.2808,35.1134
2016-06-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9706,35.0608,35.3971,35.229
2016-06-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0316,35.1236,35.4512,35.2874
2016-06-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0923,35.1872,35.5262,35.3567
2016-06-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.309,35.4016,35.7422,35.5719
2016-06-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3807,35.4758,35.8063,35.6411
2016-06-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4524,35.5421,35.8703,35.7062
2016-05-31,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4656,35.5596,35.8929,35.7263
2016-05-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.5052,35.5985,35.9398,35.7692
2016-05-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3643,35.4547,35.7823,35.6185
2016-05-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.3648,35.4608,35.7896,35.6252
2016-05-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.4753,35.5676,35.9062,35.7369
2016-07-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7308,34.8254,35.1885,35.007
2016-07-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6859,34.7791,35.1123,34.9457
2016-07-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7912,34.884,35.2182,35.0511
2016-07-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7744,34.8721,35.2179,35.045
2016-07-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7536,34.8452,35.1761,35.0107
2016-07-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8961,34.9917,35.3343,35.163
2016-07-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9369,35.0302,35.3681,35.1992
2016-07-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8922,34.9827,35.321,35.1519
2016-07-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8673,34.9586,35.306,35.1323
2016-07-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9482,35.0416,35.376,35.2088
2016-07-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9234,35.0177,35.3553,35.1865
2016-07-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9653,35.0602,35.4047,35.2325
2016-07-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8502,34.9467,35.2786,35.1127
2016-07-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.8092,34.9008,35.2268,35.0638
2016-06-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.9233,35.0167,35.3436,35.1802
2016-06-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.0018,35.0959,35.4292,35.2626
2016-06-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.037,35.1309,35.4683,35.2996
2016-06-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,35.1012,35.1924,35.5328,35.3626
2016-08-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.351,34.4456,34.7821,34.6139
2016-08-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.3896,34.4819,34.8211,34.6515
2016-08-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.3614,34.4572,34.7909,34.6241
2016-08-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.4389,34.5329,34.8614,34.6972
2016-08-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.3537,34.4498,34.7812,34.6155
2016-08-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.327,34.4213,34.757,34.5892
2016-08-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.3797,34.4753,34.8193,34.6473
2016-08-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.3403,34.4357,34.7703,34.603
2016-08-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.4653,34.5508,34.8921,34.7215
2016-08-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.5291,34.6234,34.9584,34.7909
2016-08-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.5375,34.6338,34.9694,34.8016
2016-08-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6979,34.7956,35.1524,34.974
2016-08-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.7137,34.8055,35.1508,34.9782
2016-08-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6176,34.7126,35.0431,34.8779
2016-08-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,34.6965,34.7908,35.1144,34.9526
