period,currency_id,currency_name_th,currency_name_eng,buying_sight,buying_transfer,selling,mid_rate
2021-01-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.6679,29.7634,30.1014,29.9324
2020-12-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7749,29.8674,30.2068,30.0371
2020-12-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.8281,29.9219,30.2606,30.0913
2020-12-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.8715,29.9587,30.2723,30.1155
2020-12-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.8102,29.903,30.2442,30.0736
2020-12-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.9254,30.0209,30.3524,30.1867
2021-02-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7289,29.8221,30.1767,29.9994
2021-02-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7233,29.8189,30.1652,29.9921
2021-02-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7488,29.8424,30.187,30.0147
2021-02-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7334,29.8259,30.1742,30.0001
2021-02-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7301,29.8163,30.1451,29.9807
2021-02-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.5908,29.6847,30.0445,29.8646
2021-02-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.6234,29.7072,30.0332,29.8702
2021-02-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.6407,29.7359,30.0897,29.9128
2021-02-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.6471,29.742,30.1029,29.9225
2021-02-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.6936,29.7906,30.1452,29.9679
2021-02-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7765,29.8686,30.2166,30.0426
2021-02-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.8382,29.9337,30.2811,30.1074
2021-02-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7531,29.8473,30.1937,30.0205
2021-02-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7478,29.842,30.1811,30.0116
2021-02-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7106,29.8031,30.156,29.9796
2021-02-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.645,29.7392,30.0848,29.912
2021-01-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7204,29.8146,30.171,29.9928
2021-01-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7639,29.858,30.2011,30.0296
2021-01-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7049,29.7994,30.151,29.9752
2021-01-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7094,29.8011,30.1515,29.9763
2021-01-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7117,29.8077,30.1561,29.9819
2021-03-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8933,30.9884,31.3321,31.1603
2021-03-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8086,30.9043,31.2532,31.0788
2021-03-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.7521,30.8471,31.1818,31.0145
2021-03-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.6929,30.7881,31.1158,30.952
2021-03-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.6361,30.7331,31.0687,30.9009
2021-03-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.6355,30.732,31.062,30.897
2021-03-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.4836,30.5793,30.9042,30.7418
2021-03-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.5271,30.6203,30.9601,30.7902
2021-03-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.4683,30.5618,30.8995,30.7307
2021-03-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.4589,30.5518,30.8912,30.7215
2021-03-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.3861,30.4784,30.7967,30.6376
2021-03-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.3743,30.4712,30.8116,30.6414
2021-03-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.4862,30.5813,30.9332,30.7573
2021-03-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.6029,30.701,31.0284,30.8647
2021-03-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.3583,30.4533,30.7917,30.6225
2021-03-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.1857,30.2795,30.6129,30.4462
2021-03-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.0938,30.1888,30.5389,30.3639
2021-03-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.0215,30.1158,30.4604,30.2881
2021-03-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.046,30.1411,30.4685,30.3048
2021-03-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.0878,30.1832,30.5225,30.3529
2021-02-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7825,29.8736,30.2132,30.0434
2021-02-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,29.7503,29.8442,30.2094,30.0268
2021-04-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1892,31.2665,31.5813,31.4239
2021-04-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1345,31.2313,31.5714,31.4014
2021-04-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.054,31.1475,31.4964,31.322
2021-04-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0402,31.1363,31.4802,31.3083
2021-04-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9504,31.0458,31.3961,31.221
2021-04-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.976,31.0706,31.4033,31.237
2021-04-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9991,31.0931,31.4249,31.259
2021-04-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.2745,31.3676,31.704,31.5358
2021-04-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1529,31.2507,31.5845,31.4176
2021-04-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1683,31.2645,31.6112,31.4379
2021-04-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0387,31.1325,31.4728,31.3027
2021-04-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0732,31.1687,31.5091,31.3389
2021-04-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9802,31.0751,31.4112,31.2432
2021-04-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0111,31.1066,31.4333,31.27
2021-03-31,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0817,31.1735,31.5052,31.3394
2021-03-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9652,31.0602,31.4003,31.2303
2021-03-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9265,31.0191,31.352,31.1856
2021-05-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.027,31.1221,31.4608,31.2915
2021-05-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0687,31.1623,31.5012,31.3318
2021-05-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1026,31.2002,31.5574,31.3788
2021-05-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1134,31.2074,31.5569,31.3822
2021-05-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.138,31.2312,31.5697,31.4005
2021-05-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1655,31.2623,31.6031,31.4327
2021-05-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.2094,31.3023,31.6282,31.4653
2021-05-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1371,31.2337,31.5779,31.4058
2021-05-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0819,31.1756,31.5097,31.3427
2021-05-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0445,31.1367,31.4863,31.3115
2021-05-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9408,31.0322,31.3748,31.2035
2021-05-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.845,30.9369,31.2781,31.1075
2021-05-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.851,30.9433,31.2738,31.1086
2021-05-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9671,31.0562,31.3828,31.2195
2021-05-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9211,31.0172,31.3631,31.1902
2021-05-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9205,31.0177,31.3553,31.1865
2021-04-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9272,31.0208,31.3692,31.195
2021-04-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.011,31.0919,31.4108,31.2514
2021-04-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1368,31.2305,31.5853,31.4079
2021-04-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1548,31.2524,31.5903,31.4214
2021-06-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.5304,31.6254,31.9591,31.7923
2021-06-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.6319,31.7288,32.0554,31.8921
2021-06-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.5399,31.6351,31.9636,31.7994
2021-06-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.4003,31.498,31.8354,31.6667
2021-06-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.2978,31.3925,31.7286,31.5606
2021-06-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.1293,31.2264,31.5625,31.3945
2021-06-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0622,31.1564,31.4984,31.3274
2021-06-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9009,30.9934,31.3555,31.1745
2021-06-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8477,30.9422,31.2974,31.1198
2021-06-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8394,30.9335,31.2985,31.116
2021-06-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8293,30.9256,31.2693,31.0975
2021-06-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8867,30.9771,31.316,31.1466
2021-06-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9156,30.9976,31.3233,31.1605
2021-06-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9345,31.0287,31.3738,31.2013
2021-06-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9318,31.0243,31.3666,31.1955
2021-06-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9538,31.0487,31.4141,31.2314
2021-06-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.8901,30.9833,31.343,31.1632
2021-06-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.911,31.0077,31.3563,31.182
2021-05-31,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,30.9918,31.0874,31.4384,31.2629
2021-05-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.0291,31.1248,31.4719,31.2984
2021-07-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6264,32.7195,33.0652,32.8924
2021-07-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6494,32.7399,33.1107,32.9253
2021-07-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5659,32.6584,33.0169,32.8377
2021-07-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5821,32.6737,33.0248,32.8493
2021-07-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.562,32.6536,32.9954,32.8245
2021-07-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5913,32.6853,33.036,32.8607
2021-07-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4695,32.564,32.909,32.7365
2021-07-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3678,32.4628,32.8076,32.6352
2021-07-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3785,32.4729,32.8272,32.6501
2021-07-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3613,32.4575,32.8054,32.6315
2021-07-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3425,32.4381,32.7851,32.6116
2021-07-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3914,32.4865,32.8155,32.651
2021-07-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.179,32.2742,32.5997,32.437
2021-07-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.034,32.13,32.4779,32.304
2021-07-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.8718,31.9645,32.2953,32.1299
2021-07-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.9087,32.0019,32.3336,32.1678
2021-07-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.9063,32.0028,32.3391,32.171
2021-07-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.7542,31.8507,32.193,32.0219
2021-06-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.7875,31.8847,32.2219,32.0533
2021-06-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.7494,31.8446,32.1928,32.0187
2021-06-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,31.6127,31.7093,32.0562,31.8828
2021-08-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4677,32.5641,32.907,32.7356
2021-08-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4993,32.5949,32.9441,32.7695
2021-08-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5975,32.6894,33.0458,32.8676
2021-08-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.8801,32.9768,33.3247,33.1508
2021-08-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0532,33.1473,33.496,33.3217
2021-08-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0719,33.1627,33.5109,33.3368
2021-08-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1245,33.2193,33.559,33.3892
2021-08-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9503,33.0443,33.3844,33.2144
2021-08-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1509,33.2447,33.5892,33.417
2021-08-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.102,33.1973,33.5527,33.375
2021-08-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9571,33.052,33.3927,33.2224
2021-08-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.138,33.2321,33.5761,33.4041
2021-08-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1888,33.2813,33.6532,33.4673
2021-08-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1554,33.2488,33.6135,33.4312
2021-08-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0659,33.1574,33.4957,33.3266
2021-08-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.8781,32.9705,33.3039,33.1372
2021-08-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.8059,32.897,33.2601,33.0786
2021-08-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.7058,32.8012,33.1506,32.9759
2021-08-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6667,32.7601,33.1192,32.9397
2021-07-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6203,32.7135,33.09,32.9018
2021-07-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.621,32.7118,33.0553,32.8836
2021-09-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.3991,33.4926,33.8344,33.6635
2021-09-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1344,33.2253,33.5669,33.3961
2021-09-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.2371,33.3323,33.6865,33.5094
2021-09-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1476,33.2439,33.5971,33.4205
2021-09-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1377,33.2349,33.5863,33.4106
2021-09-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0834,33.1747,33.5396,33.3572
2021-09-17,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9128,33.0062,33.3457,33.176
2021-09-16,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.639,32.7336,33.0836,32.9086
2021-09-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6726,32.7647,33.1047,32.9347
2021-09-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.6423,32.7375,33.0858,32.9117
2021-09-13,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5133,32.6042,32.9551,32.7797
2021-09-10,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4394,32.5347,32.8858,32.7103
2021-09-09,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4804,32.5764,32.9189,32.7477
2021-09-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.4939,32.5904,32.941,32.7657
2021-09-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.2306,32.3252,32.6584,32.4918
2021-09-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.1871,32.2793,32.6298,32.4546
2021-09-03,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.2384,32.3355,32.6737,32.5046
2021-09-02,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.1349,32.2283,32.5577,32.393
2021-09-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.0395,32.1349,32.4677,32.3013
2021-08-31,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.1264,32.2191,32.5521,32.3856
2021-08-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.2638,32.3604,32.6924,32.5264
2021-10-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9153,33.0077,33.3532,33.1805
2021-10-28,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.047,33.1349,33.4808,33.3079
2021-10-27,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9729,33.0649,33.3952,33.2301
2021-10-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.8188,32.9166,33.2501,33.0834
2021-10-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9367,33.033,33.3847,33.2089
2021-10-21,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1078,33.2018,33.5518,33.3768
2021-10-20,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1563,33.2513,33.5927,33.422
2021-10-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0834,33.1791,33.5216,33.3504
2021-10-18,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.1676,33.2619,33.6167,33.4393
2021-10-15,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9718,33.0652,33.3946,33.2299
2021-10-14,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9693,33.0607,33.394,33.2274
2021-10-12,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.2485,33.3414,33.6679,33.5047
2021-10-11,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.5432,33.6358,33.9733,33.8046
2021-10-08,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.5991,33.6969,34.0472,33.8721
2021-10-07,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.5487,33.6398,33.9831,33.8115
2021-10-06,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.6004,33.6964,34.0374,33.8669
2021-10-05,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.5507,33.6448,34.0005,33.8227
2021-10-04,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.4244,33.5178,33.87,33.6939
2021-10-01,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.4788,33.5723,33.8983,33.7353
2021-09-30,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.6589,33.7538,34.0908,33.9223
2021-09-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.6005,33.6906,34.0433,33.867
2021-11-29,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.445,33.5397,33.8892,33.7145
2021-11-26,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.2636,33.3598,33.7017,33.5308
2021-11-25,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,33.0544,33.1475,33.4829,33.3152
2021-11-24,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.9913,33.0815,33.4162,33.2489
2021-11-23,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.8006,32.894,33.223,33.0585
2021-11-22,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.5797,32.6691,33.017,32.8431
2021-11-19,USD,สหรัฐอเมริกา : ดอลลาร์ (USD),USA : DOLLAR (USD) ,32.3493,32.4434,32.7918,32.6176
